0,1
0,2
0,3
1,2
1,3
6,8
6,14
6,46
6,73
9,10
9,11
9,12
10,11
10,12
12,13
12,14
14,16
14,21
14,22
14,46
14,73
15,16
17,18
17,21
21,25
24,26
24,28
28,29
28,30
29,30
29,34
30,31
30,32
32,33
33,34
33,35
33,36
34,35
35,36
36,38
37,38
38,39
38,40
40,41
42,43
43,44
43,46
44,45
44,46
46,47
46,50
46,51
46,53
46,54
46,56
46,57
46,73
48,49
48,50
48,51
51,52
51,53
51,54
54,55
55,56
56,57
56,58
57,58
63,64
63,67
64,65
65,66
66,67
67,68
71,72
71,74
71,76
71,77
71,78
73,74
74,76
76,77
77,78
77,80
77,84
78,79
78,80
83,86
86,91
87,88
89,90
90,91
90,92
92,94
94,95
94,96
94,97
96,97
96,98
97,98
