0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,35
0,41
0,47
0,51
0,55
0,59
0,62
0,66
0,70
0,72
0,74
0,75
0,76
0,78
0,79
0,80
0,82
0,85
0,87
0,89
0,90
0,92
0,93
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
4,30
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,35
7,41
7,47
7,51
7,55
7,59
7,62
7,66
7,70
7,72
7,74
7,78
7,79
7,80
7,85
7,87
7,89
7,90
7,92
7,93
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
8,30
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
10,30
10,35
10,41
10,47
10,51
10,55
10,59
10,62
10,66
10,70
10,72
10,74
10,78
10,79
10,80
10,85
10,87
10,89
10,90
10,92
10,93
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
12,30
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,35
13,41
13,47
13,51
13,55
13,59
13,62
13,66
13,70
13,72
13,74
13,78
13,79
13,80
13,85
13,87
13,89
13,90
13,92
13,93
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,35
15,41
15,47
15,51
15,55
15,59
15,62
15,66
15,70
15,72
15,74
15,78
15,79
15,80
15,85
15,87
15,89
15,90
15,92
15,93
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
16,30
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,35
17,41
17,47
17,51
17,55
17,59
17,62
17,66
17,70
17,72
17,74
17,78
17,79
17,80
17,85
17,87
17,89
17,90
17,92
17,93
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,30
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,35
21,41
21,47
21,51
21,55
21,59
21,62
21,66
21,70
21,72
21,74
21,78
21,79
21,80
21,85
21,87
21,89
21,90
21,92
21,93
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,35
22,41
22,47
22,51
22,55
22,59
22,62
22,66
22,70
22,72
22,74
22,78
22,79
22,80
22,85
22,87
22,89
22,90
22,92
22,93
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,35
23,41
23,47
23,51
23,55
23,59
23,62
23,66
23,70
23,72
23,74
23,78
23,79
23,80
23,85
23,87
23,89
23,90
23,92
23,93
24,25
24,26
24,27
24,28
24,29
24,30
24,35
24,41
24,47
24,51
24,55
24,59
24,62
24,66
24,70
24,72
24,74
24,78
24,79
24,80
24,85
24,87
24,89
24,90
24,92
24,93
25,26
25,27
25,28
25,29
25,30
26,27
26,28
26,29
26,30
27,28
27,29
27,30
28,29
28,30
28,35
28,41
28,47
28,51
28,55
28,59
28,62
28,66
28,70
28,72
28,74
28,78
28,79
28,80
28,85
28,87
28,89
28,90
28,92
28,93
29,30
30,52
30,53
30,54
30,56
30,58
30,59
31,45
31,46
31,48
31,50
31,52
31,53
31,54
31,56
32,40
32,42
32,44
32,45
32,46
32,48
32,49
32,50
32,51
32,52
32,53
32,56
32,58
32,67
32,68
32,73
32,78
32,79
32,82
32,92
32,95
34,36
34,38
34,40
34,42
34,43
34,44
34,45
34,48
34,49
34,50
34,53
34,54
34,58
34,59
34,61
34,62
34,64
34,65
34,67
34,68
34,69
34,71
34,72
34,73
34,74
34,77
34,78
34,79
34,80
34,82
34,84
34,85
34,86
34,87
34,89
34,91
34,92
34,94
34,98
34,99
35,37
35,38
35,39
35,40
35,41
35,42
35,43
35,45
35,46
35,47
35,50
35,51
35,52
35,53
35,55
35,56
35,59
35,60
35,62
35,63
35,64
35,65
35,66
35,67
35,68
35,69
35,70
35,71
35,72
35,73
35,74
35,75
35,78
35,79
35,80
35,85
35,87
35,89
35,90
35,92
35,93
36,38
36,39
36,40
36,42
36,45
36,46
36,48
36,49
36,50
36,52
36,53
37,38
37,39
37,40
37,41
37,42
37,43
37,44
37,45
37,48
37,49
37,50
37,51
38,39
38,41
38,42
38,44
39,40
39,41
39,42
39,43
39,47
39,48
39,49
40,42
40,43
40,44
40,45
40,46
40,47
40,48
40,49
40,51
40,52
40,54
40,56
41,42
41,43
41,44
41,45
41,46
41,47
41,49
41,51
41,53
41,54
41,55
41,56
41,57
41,59
41,62
41,65
41,66
41,68
41,69
41,70
41,72
41,74
41,78
41,79
41,80
41,82
41,84
